item_name,date,time,period,purchase_cost,branch_location
Chiroti,2024-09-22,16:00:55,Afternoon,191.41,Malleswaram
Dharwad Peda,2024-06-26,18:20:08,Evening,629.09,RR Nagar
Rasgulla,2024-05-22,14:18:43,Afternoon,158.29,Koramangala
Rasgulla,2024-11-30,17:58:08,Evening,98.31,RR Nagar
Badam Milk,2025-01-23,11:43:34,Morning,113.99,Basavanagudi
Mysore Pak,2025-05-01,21:50:05,Evening,521.27,HSR Layout
Halwa (Assorted),2024-03-06,16:15:37,Afternoon,563.22,RR Nagar
Milk Burfi,2025-04-21,19:58:51,Evening,892.7,Koramangala
Badam Milk,2024-09-30,19:12:55,Evening,146.16,RR Nagar
Jalebi,2024-10-06,22:36:44,Night,156.06,Vijayanagar
Milk Burfi,2025-02-17,09:31:50,Morning,893.65,Indiranagar
Milk Burfi,2025-04-16,21:40:40,Evening,451.47,HSR Layout
Mysore Pak,2025-02-08,08:23:38,Morning,1188.25,Basavanagudi
Badam Milk,2025-05-28,19:09:23,Evening,118.04,Indiranagar
Mysore Pak,2025-06-12,16:53:01,Afternoon,1000.71,Malleswaram
Kesar Peda,2025-06-01,16:12:07,Afternoon,852.99,RR Nagar
Milk Burfi,2025-05-11,09:48:10,Morning,398.21,Koramangala
Jalebi,2025-01-20,21:15:10,Evening,131.39,Jayanagar
Halwa (Assorted),2024-10-15,22:32:41,Night,733.1,Malleswaram
Mysore Pak,2024-06-08,18:50:17,Evening,255.59,Malleswaram
Samosa,2025-05-16,21:34:36,Evening,72.09,Jayanagar
Laddoo (Boondi),2024-04-17,15:13:52,Afternoon,487.81,Jayanagar
Laddoo (Boondi),2024-03-08,14:19:44,Afternoon,498.72,Malleswaram
Halwa (Assorted),2024-09-17,14:48:01,Afternoon,533.9,Electronic City
Gulab Jamun,2025-05-28,20:30:16,Evening,116.36,Malleswaram
Sohan Papdi,2024-06-17,20:49:04,Evening,363.93,RR Nagar
Halwa (Assorted),2025-01-24,22:48:47,Night,511.31,Electronic City
Laddoo (Boondi),2024-06-30,17:25:43,Evening,822.17,Jayanagar
Dharwad Peda,2024-09-26,14:34:14,Afternoon,628.59,Indiranagar
Milk Burfi,2024-04-07,22:16:22,Night,255.5,Vijayanagar
Rasgulla,2024-10-12,20:58:16,Evening,141.87,Indiranagar
Kesar Peda,2024-01-23,12:00:15,Afternoon,771.89,RR Nagar
Laddoo (Boondi),2025-01-06,20:21:48,Evening,519.71,HSR Layout
Laddoo (Boondi),2024-01-29,10:07:54,Morning,366.51,Malleswaram
Laddoo (Boondi),2024-12-05,10:04:43,Morning,538.3,Malleswaram
Milk Burfi,2024-04-03,14:45:13,Afternoon,1113.49,Koramangala
Milk Burfi,2025-03-15,22:50:47,Night,355.45,Indiranagar
Pista Roll,2024-01-22,17:35:17,Evening,1924.74,Basavanagudi
Sohan Papdi,2024-05-27,12:08:14,Afternoon,464.3,Indiranagar
Kesar Peda,2024-11-24,17:53:45,Evening,532.97,Jayanagar
Kesar Peda,2025-06-10,14:25:26,Afternoon,897.49,Jayanagar
Milk Burfi,2024-03-02,21:42:03,Evening,562.11,Vijayanagar
Dharwad Peda,2024-06-24,14:39:27,Afternoon,883.53,Vijayanagar
Jalebi,2024-02-18,09:20:03,Morning,335.84,Vijayanagar
Pista Roll,2025-05-20,20:49:50,Evening,1990.83,Koramangala
Gulab Jamun,2025-04-24,18:30:06,Evening,138.75,Basavanagudi
Gulab Jamun,2025-01-13,08:00:24,Morning,85.5,Koramangala
Milk Burfi,2024-03-13,11:38:23,Morning,1034.35,Vijayanagar
Badam Milk,2025-06-18,18:57:37,Evening,128.21,RR Nagar
Mysore Pak,2024-08-04,11:22:11,Morning,719.58,Malleswaram
Sohan Papdi,2025-06-14,09:54:35,Morning,809.76,Electronic City
Mysore Pak,2024-05-07,08:43:14,Morning,260.29,Indiranagar
Sohan Papdi,2024-11-15,15:22:27,Afternoon,529.17,Electronic City
Jalebi,2025-01-01,13:25:38,Afternoon,380.29,HSR Layout
Milk Burfi,2024-12-29,08:41:55,Morning,650.32,Indiranagar
Mysore Pak,2024-10-22,22:40:43,Night,909.09,RR Nagar
Jalebi,2024-05-24,19:01:36,Evening,262.0,Jayanagar
Mysore Pak,2024-04-21,08:33:07,Morning,1086.11,Electronic City
Laddoo (Boondi),2024-01-21,21:53:52,Evening,348.45,RR Nagar
Gulab Jamun,2024-12-20,18:37:40,Evening,30.29,HSR Layout
Sohan Papdi,2024-03-07,09:14:29,Morning,293.26,Koramangala
Rasgulla,2024-07-11,15:03:18,Afternoon,61.98,Electronic City
Rasgulla,2025-07-09,17:40:34,Evening,137.16,HSR Layout
Kaju Katli,2025-02-23,19:00:37,Evening,1331.43,Malleswaram
Chiroti,2025-01-25,22:40:19,Night,103.04,Indiranagar
Dharwad Peda,2025-04-21,21:17:20,Evening,566.39,Electronic City
Badam Milk,2024-03-10,12:59:19,Afternoon,92.7,HSR Layout
Mysore Pak,2024-04-01,12:42:40,Afternoon,260.54,Basavanagudi
Jalebi,2024-08-07,14:06:46,Afternoon,394.93,Malleswaram
Badam Milk,2024-08-31,14:37:34,Afternoon,170.93,Electronic City
Sohan Papdi,2025-03-07,11:03:32,Morning,762.17,Indiranagar
Halwa (Assorted),2024-07-06,16:42:43,Afternoon,602.23,Koramangala
Dharwad Peda,2024-11-13,20:42:42,Evening,1289.81,Indiranagar
Pista Roll,2024-01-17,16:44:58,Afternoon,1641.55,Jayanagar
Chiroti,2024-02-03,12:13:56,Afternoon,210.03,Jayanagar
Milk Burfi,2024-11-16,14:17:15,Afternoon,215.49,Indiranagar
Rasgulla,2024-05-13,12:04:26,Afternoon,118.22,Malleswaram
Dharwad Peda,2025-01-10,16:37:50,Afternoon,439.69,Koramangala
Badam Milk,2024-02-24,17:28:45,Evening,79.71,Jayanagar
Sohan Papdi,2025-01-03,19:52:07,Evening,691.06,Basavanagudi
Badam Milk,2024-12-02,12:38:13,Afternoon,235.99,Basavanagudi
Rasgulla,2025-01-24,21:21:06,Evening,89.75,Malleswaram
Jalebi,2024-02-15,09:05:12,Morning,126.06,Koramangala
Milk Burfi,2024-09-24,22:28:04,Night,292.22,RR Nagar
Pista Roll,2025-01-27,10:52:56,Morning,1800.85,RR Nagar
Jalebi,2025-05-08,19:48:15,Evening,726.38,Basavanagudi
Badam Milk,2025-06-13,22:47:41,Night,49.91,Basavanagudi
Pista Roll,2024-07-10,19:00:50,Evening,625.3,Koramangala
Gulab Jamun,2024-11-03,10:31:57,Morning,41.34,HSR Layout
Badam Milk,2024-07-18,17:40:39,Evening,74.34,Jayanagar
Rasgulla,2024-06-29,18:26:28,Evening,84.57,Jayanagar
Pista Roll,2024-08-31,08:49:31,Morning,1278.83,Vijayanagar
Samosa,2024-12-19,12:26:29,Afternoon,60.8,Malleswaram
Halwa (Assorted),2024-12-26,19:47:03,Evening,187.46,HSR Layout
Jalebi,2025-03-01,11:01:38,Morning,589.49,Vijayanagar
Kesar Peda,2024-09-16,11:16:04,Morning,1105.61,Malleswaram
Kesar Peda,2024-11-04,10:03:30,Morning,1229.66,RR Nagar
Halwa (Assorted),2024-07-31,20:59:05,Evening,1033.0,RR Nagar
Badam Milk,2024-11-22,12:34:14,Afternoon,79.23,Electronic City
Pista Roll,2025-06-23,20:42:18,Evening,1788.39,Jayanagar
Jalebi,2024-10-20,10:52:36,Morning,489.58,Malleswaram
Pista Roll,2024-12-18,21:37:14,Evening,1496.25,Electronic City
Halwa (Assorted),2024-10-25,22:18:38,Night,1043.92,Basavanagudi
Mysore Pak,2025-01-21,09:00:59,Morning,728.57,HSR Layout
Milk Burfi,2024-11-19,21:35:25,Evening,285.08,Jayanagar
Kesar Peda,2025-05-13,20:47:37,Evening,918.17,Malleswaram
Laddoo (Boondi),2025-04-21,22:34:34,Night,392.81,Electronic City
Chiroti,2025-06-05,20:41:02,Evening,270.0,Vijayanagar
Jalebi,2025-01-14,20:56:29,Evening,186.46,Basavanagudi
Gulab Jamun,2024-12-05,16:06:11,Afternoon,87.61,HSR Layout
Gulab Jamun,2024-09-20,15:27:30,Afternoon,39.98,Koramangala
Gulab Jamun,2024-01-22,10:25:10,Morning,42.03,Jayanagar
Mysore Pak,2024-08-12,11:17:31,Morning,603.4,Koramangala
Gulab Jamun,2024-06-03,10:50:50,Morning,123.19,RR Nagar
Milk Burfi,2024-07-30,14:19:27,Afternoon,1095.93,Vijayanagar
Gulab Jamun,2024-06-09,18:03:46,Evening,98.98,Jayanagar
Jalebi,2024-07-10,21:01:11,Evening,640.22,HSR Layout
Badam Milk,2024-03-23,22:24:14,Night,53.7,HSR Layout
Chiroti,2024-09-19,14:50:30,Afternoon,295.96,Basavanagudi
Milk Burfi,2025-01-10,14:48:23,Afternoon,749.92,Jayanagar
Kaju Katli,2024-01-23,19:40:31,Evening,1698.16,Jayanagar
Pista Roll,2025-05-18,19:57:44,Evening,1911.6,HSR Layout
Chiroti,2025-04-26,15:16:09,Afternoon,273.51,Koramangala
Kesar Peda,2024-07-29,12:28:04,Afternoon,932.46,RR Nagar
Gulab Jamun,2024-05-31,20:51:29,Evening,144.16,Koramangala
Dharwad Peda,2024-04-05,19:15:29,Evening,1314.95,Malleswaram
Jalebi,2024-04-15,14:41:51,Afternoon,271.85,Electronic City
Mysore Pak,2025-05-29,10:35:42,Morning,552.63,Vijayanagar
Chiroti,2024-02-08,13:33:11,Afternoon,388.37,Indiranagar
Jalebi,2024-07-10,15:23:54,Afternoon,392.29,HSR Layout
Pista Roll,2024-05-08,17:45:00,Evening,844.08,Vijayanagar
Sohan Papdi,2024-08-16,14:59:19,Afternoon,734.98,Indiranagar
Rasgulla,2024-02-25,14:28:20,Afternoon,34.98,Malleswaram
Rasgulla,2024-06-28,12:32:15,Afternoon,126.73,RR Nagar
Milk Burfi,2024-02-21,21:37:28,Evening,267.29,HSR Layout
Gulab Jamun,2024-10-06,18:35:53,Evening,148.94,Vijayanagar
Jalebi,2025-03-25,18:13:00,Evening,367.65,Malleswaram
Kesar Peda,2024-11-30,12:00:12,Afternoon,1429.16,Koramangala
Dharwad Peda,2025-01-18,18:26:18,Evening,908.15,HSR Layout
Rasgulla,2025-07-04,17:08:16,Evening,62.43,HSR Layout
Badam Milk,2024-10-10,17:37:35,Evening,62.83,Jayanagar
Samosa,2024-09-30,11:07:33,Morning,37.63,Electronic City
Jalebi,2025-05-03,15:13:48,Afternoon,307.45,Vijayanagar
Mysore Pak,2024-07-15,22:34:08,Night,501.58,Malleswaram
Badam Milk,2024-08-02,19:25:19,Evening,51.24,Electronic City
Pista Roll,2025-03-19,21:53:49,Evening,1706.5,Electronic City
Chiroti,2025-03-14,08:07:13,Morning,110.16,Indiranagar
Badam Milk,2024-03-23,10:22:05,Morning,236.29,Electronic City
Halwa (Assorted),2024-09-17,10:53:02,Morning,345.88,Electronic City
Milk Burfi,2024-05-12,14:33:59,Afternoon,655.11,HSR Layout
Milk Burfi,2024-11-23,20:51:19,Evening,1069.21,Malleswaram
Sohan Papdi,2025-06-06,16:02:23,Afternoon,372.62,Malleswaram
Gulab Jamun,2024-07-14,21:24:20,Evening,102.5,Jayanagar
Samosa,2024-11-17,14:03:30,Afternoon,58.92,Basavanagudi
Badam Milk,2025-04-10,21:54:58,Evening,68.33,Malleswaram
Gulab Jamun,2024-06-23,19:12:55,Evening,70.41,RR Nagar
Halwa (Assorted),2024-08-10,21:47:25,Evening,385.04,Jayanagar
Rasgulla,2025-07-02,19:41:06,Evening,36.47,Basavanagudi
Rasgulla,2025-02-24,13:41:51,Afternoon,141.32,Basavanagudi
Milk Burfi,2024-02-08,13:09:56,Afternoon,789.88,Electronic City
Gulab Jamun,2024-10-15,12:34:58,Afternoon,58.36,Koramangala
Samosa,2024-11-09,21:06:22,Evening,68.08,Basavanagudi
Mysore Pak,2024-10-22,09:03:09,Morning,597.87,RR Nagar
Halwa (Assorted),2025-01-23,16:17:17,Afternoon,1029.5,RR Nagar
Kaju Katli,2024-04-23,10:02:28,Morning,2383.78,Vijayanagar
Sohan Papdi,2024-07-10,10:36:36,Morning,806.03,RR Nagar
Dharwad Peda,2024-08-26,11:47:06,Morning,904.3,Basavanagudi
Dharwad Peda,2025-07-08,16:22:04,Afternoon,1316.15,Malleswaram
Badam Milk,2024-03-03,16:33:36,Afternoon,41.79,Malleswaram
Chiroti,2024-03-07,08:02:33,Morning,244.9,Indiranagar
Chiroti,2025-07-12,20:03:55,Evening,326.45,Jayanagar
Laddoo (Boondi),2024-04-07,09:18:07,Morning,536.4,Koramangala
Sohan Papdi,2025-04-08,08:51:29,Morning,339.49,HSR Layout
Kaju Katli,2024-12-13,16:59:59,Afternoon,777.82,Koramangala
Chiroti,2024-03-09,09:08:45,Morning,192.44,Indiranagar
Sohan Papdi,2024-02-16,16:06:49,Afternoon,794.14,Koramangala
Halwa (Assorted),2024-03-03,21:44:12,Evening,591.13,Jayanagar
Kesar Peda,2025-04-11,22:35:25,Night,740.37,Jayanagar
Gulab Jamun,2024-05-04,09:09:42,Morning,136.11,Jayanagar
Rasgulla,2025-05-27,09:16:55,Morning,135.69,Jayanagar
Badam Milk,2024-10-03,17:47:11,Evening,96.37,RR Nagar
Halwa (Assorted),2024-07-18,14:49:33,Afternoon,865.26,Malleswaram
Samosa,2024-05-30,21:19:39,Evening,30.99,Electronic City
Jalebi,2024-11-08,13:52:12,Afternoon,507.3,RR Nagar
Pista Roll,2024-04-17,17:43:13,Evening,1225.8,Malleswaram
Chiroti,2024-09-17,13:14:30,Afternoon,403.9,Malleswaram
Dharwad Peda,2024-10-21,15:17:11,Afternoon,867.8,Basavanagudi
Laddoo (Boondi),2024-08-18,10:19:52,Morning,231.44,Koramangala
Badam Milk,2024-02-19,17:08:12,Evening,173.5,Jayanagar
Kesar Peda,2024-02-23,19:07:45,Evening,1036.54,RR Nagar
Pista Roll,2025-01-20,21:34:37,Evening,1195.06,RR Nagar
Mysore Pak,2024-03-04,11:34:30,Morning,396.95,Jayanagar
Samosa,2024-06-12,15:53:01,Afternoon,67.5,Vijayanagar
Gulab Jamun,2025-04-27,10:58:04,Morning,83.59,Vijayanagar
Sohan Papdi,2024-03-24,09:16:07,Morning,302.91,Basavanagudi
Laddoo (Boondi),2025-04-20,22:37:05,Night,891.29,Jayanagar
Pista Roll,2024-12-26,16:41:18,Afternoon,1512.16,Vijayanagar
Kesar Peda,2024-03-28,10:40:16,Morning,1459.33,HSR Layout
Mysore Pak,2024-06-14,18:53:05,Evening,370.31,Koramangala
Sohan Papdi,2025-01-07,20:13:54,Evening,147.88,Jayanagar
Halwa (Assorted),2025-04-03,11:07:52,Morning,316.4,Vijayanagar
Kesar Peda,2024-05-16,10:12:13,Morning,584.63,Indiranagar
Jalebi,2024-02-11,08:13:04,Morning,416.85,Koramangala
Mysore Pak,2024-03-16,18:00:24,Evening,1084.23,Malleswaram
Jalebi,2025-04-05,15:42:34,Afternoon,363.76,HSR Layout
Milk Burfi,2024-07-05,14:54:56,Afternoon,728.4,Jayanagar
Dharwad Peda,2025-07-06,13:10:08,Afternoon,1034.14,HSR Layout
Sohan Papdi,2025-07-10,09:10:16,Morning,293.61,Basavanagudi
Rasgulla,2025-07-09,13:29:28,Afternoon,145.59,Jayanagar
Chiroti,2025-01-08,12:52:07,Afternoon,216.08,Indiranagar
Chiroti,2024-06-29,21:44:17,Evening,262.66,HSR Layout
Chiroti,2024-08-03,08:45:01,Morning,205.55,Koramangala
Jalebi,2024-05-13,08:37:16,Morning,386.1,Vijayanagar
Sohan Papdi,2025-03-30,08:14:34,Morning,155.87,Koramangala
Halwa (Assorted),2024-05-10,22:42:22,Night,745.43,HSR Layout
Laddoo (Boondi),2024-02-09,09:29:42,Morning,304.0,RR Nagar
Jalebi,2024-01-22,16:43:46,Afternoon,693.86,Indiranagar
Mysore Pak,2024-06-01,22:11:10,Night,979.98,Koramangala
Milk Burfi,2025-05-28,15:44:08,Afternoon,267.19,Koramangala
Badam Milk,2024-03-22,19:17:37,Evening,222.72,RR Nagar
Sohan Papdi,2024-11-02,15:35:08,Afternoon,630.88,Jayanagar
Jalebi,2024-10-07,21:17:08,Evening,187.68,Basavanagudi
Milk Burfi,2024-12-13,10:53:22,Morning,958.49,Basavanagudi
Kesar Peda,2024-11-06,22:36:05,Night,694.62,RR Nagar
Chiroti,2024-04-24,19:45:22,Evening,151.67,HSR Layout
Dharwad Peda,2024-10-07,14:18:27,Afternoon,1349.07,Basavanagudi
Mysore Pak,2025-06-14,13:09:00,Afternoon,895.13,Malleswaram
Dharwad Peda,2024-05-13,14:20:05,Afternoon,1301.44,Jayanagar
Jalebi,2025-05-30,15:03:27,Afternoon,175.26,Koramangala
Dharwad Peda,2024-11-14,08:00:48,Morning,1177.13,Koramangala
Chiroti,2024-11-28,18:09:06,Evening,80.62,Vijayanagar
Pista Roll,2025-06-22,18:42:58,Evening,1330.69,RR Nagar
Milk Burfi,2024-02-26,15:50:20,Afternoon,929.42,Vijayanagar
Badam Milk,2024-03-06,19:21:51,Evening,173.34,RR Nagar
Badam Milk,2024-02-11,09:11:47,Morning,87.29,HSR Layout
Badam Milk,2025-01-04,13:22:33,Afternoon,187.61,Electronic City
Badam Milk,2024-02-02,08:12:08,Morning,57.5,Indiranagar
Halwa (Assorted),2024-08-06,11:55:32,Morning,877.91,RR Nagar
Laddoo (Boondi),2025-06-13,17:59:57,Evening,518.59,HSR Layout
Badam Milk,2024-05-20,16:44:06,Afternoon,53.93,Indiranagar
Samosa,2025-06-02,15:17:29,Afternoon,54.65,Vijayanagar
Rasgulla,2024-11-28,10:10:08,Morning,87.66,Indiranagar
Milk Burfi,2025-05-19,20:00:46,Evening,893.05,RR Nagar
Chiroti,2024-03-25,16:11:54,Afternoon,319.79,Electronic City
Sohan Papdi,2024-11-22,10:43:09,Morning,777.54,Basavanagudi
Chiroti,2024-07-02,21:52:52,Evening,106.66,HSR Layout
Mysore Pak,2024-08-14,08:38:01,Morning,885.08,HSR Layout
Milk Burfi,2024-07-10,17:51:26,Evening,559.67,Malleswaram
Samosa,2024-03-25,20:29:15,Evening,39.83819006624832,Vijayanagar
Milk Burfi,2024-10-30,12:28:16,Afternoon,205.81,Electronic City
Milk Burfi,2024-06-02,17:44:18,Evening,340.16,Basavanagudi
Pista Roll,2024-11-20,22:47:15,Night,828.72,Vijayanagar
Kesar Peda,2025-02-12,18:24:39,Evening,277.18,Jayanagar
Sohan Papdi,2024-08-04,10:33:07,Morning,607.1,RR Nagar
Gulab Jamun,2025-01-09,15:06:47,Afternoon,126.69,HSR Layout
Kaju Katli,2025-03-17,22:02:01,Night,1715.3,Electronic City
Gulab Jamun,2024-03-07,16:54:54,Afternoon,27.12,Malleswaram
Sohan Papdi,2024-12-03,19:11:39,Evening,794.24,Basavanagudi
Kesar Peda,2025-02-12,16:32:46,Afternoon,657.93,RR Nagar
Milk Burfi,2025-06-24,14:52:13,Afternoon,207.12,Jayanagar
Kesar Peda,2024-06-30,09:06:33,Morning,1169.97,Koramangala
Halwa (Assorted),2024-10-22,12:36:43,Afternoon,223.94,Koramangala
Samosa,2025-03-26,19:06:46,Evening,36.99,Koramangala
Pista Roll,2024-12-11,08:56:31,Morning,1226.41,Basavanagudi
Laddoo (Boondi),2025-01-13,19:41:14,Evening,399.87,Vijayanagar
Halwa (Assorted),2025-01-05,09:03:30,Morning,607.87,Koramangala
Laddoo (Boondi),2025-05-18,11:03:20,Morning,500.66,Indiranagar
Dharwad Peda,2025-04-06,10:13:31,Morning,464.78,Basavanagudi
Kesar Peda,2024-02-15,08:29:24,Morning,557.43,Electronic City
Kesar Peda,2024-10-01,14:34:30,Afternoon,939.43,Vijayanagar
Jalebi,2025-05-03,10:19:33,Morning,552.4,Electronic City
Dharwad Peda,2024-07-30,12:31:21,Afternoon,1014.99,Malleswaram
Dharwad Peda,2025-04-17,09:26:35,Morning,726.9,Malleswaram
Sohan Papdi,2024-08-24,09:41:50,Morning,612.91,Indiranagar
Jalebi,2025-06-02,17:24:39,Evening,209.95,Electronic City
Badam Milk,2024-09-07,11:59:50,Morning,201.3,RR Nagar
Sohan Papdi,2025-06-29,17:00:22,Evening,564.0,Basavanagudi
Sohan Papdi,2024-06-11,11:52:04,Morning,520.52,Electronic City
Chiroti,2025-05-05,18:28:55,Evening,300.47,Vijayanagar
Dharwad Peda,2024-06-12,18:01:10,Evening,1321.8,Indiranagar
Jalebi,2024-12-01,22:41:14,Night,648.37,Vijayanagar
Kaju Katli,2024-08-15,13:42:07,Afternoon,1862.45,Vijayanagar
Rasgulla,2025-07-11,15:12:14,Afternoon,88.83,Indiranagar
Jalebi,2024-07-15,15:36:28,Afternoon,646.36,Jayanagar
Jalebi,2024-05-15,12:11:11,Afternoon,532.54,Basavanagudi
Gulab Jamun,2024-04-09,15:32:33,Afternoon,144.25,Vijayanagar
Dharwad Peda,2024-08-21,14:28:38,Afternoon,284.22,Koramangala
Kesar Peda,2025-06-05,17:50:00,Evening,958.72,Indiranagar
Samosa,2024-02-11,11:14:25,Morning,77.52,HSR Layout
Kaju Katli,2024-09-16,13:30:09,Afternoon,1943.8,Basavanagudi
Kaju Katli,2024-07-28,17:07:44,Evening,1549.68,Malleswaram
Mysore Pak,2025-04-29,12:33:09,Afternoon,1159.98,HSR Layout
Mysore Pak,2025-07-15,15:20:45,Afternoon,1138.54,HSR Layout
Gulab Jamun,2024-04-20,11:53:09,Morning,128.67,Basavanagudi
Halwa (Assorted),2025-03-19,08:14:13,Morning,909.04,Vijayanagar
Samosa,2025-05-06,18:33:43,Evening,39.71,Electronic City
Sohan Papdi,2024-05-19,20:51:35,Evening,428.69,Koramangala
Kaju Katli,2024-11-06,09:23:18,Morning,943.77,Basavanagudi
Jalebi,2024-07-09,15:42:48,Afternoon,589.56,Vijayanagar
Laddoo (Boondi),2024-02-11,21:40:43,Evening,250.97,Jayanagar
Laddoo (Boondi),2024-01-17,21:49:41,Evening,511.61,RR Nagar
Jalebi,2025-01-31,14:04:13,Afternoon,126.51,Electronic City
Rasgulla,2025-07-12,19:44:58,Evening,128.13,Malleswaram
Rasgulla,2025-07-13,10:27:04,Morning,143.63,Electronic City
Halwa (Assorted),2024-11-07,10:40:37,Morning,313.5,RR Nagar
Jalebi,2025-03-27,10:43:12,Morning,258.62,Indiranagar
Badam Milk,2024-02-20,18:29:41,Evening,170.81,Vijayanagar
Milk Burfi,2024-12-22,22:27:20,Night,755.49,Vijayanagar
Kaju Katli,2024-09-27,21:15:59,Evening,2374.37,RR Nagar
Kaju Katli,2024-05-16,16:28:13,Afternoon,1098.33,Electronic City
Jalebi,2024-02-09,16:19:09,Afternoon,527.36,Koramangala
Laddoo (Boondi),2025-07-01,14:32:20,Afternoon,559.72,Koramangala
Laddoo (Boondi),2025-01-20,18:22:01,Evening,473.03,Koramangala
Jalebi,2025-07-07,16:42:59,Afternoon,261.08,Indiranagar
Samosa,2024-11-01,12:55:10,Afternoon,39.77,Koramangala
Sohan Papdi,2024-06-10,22:17:43,Night,759.32,Electronic City
Kaju Katli,2024-07-27,20:11:25,Evening,1917.15,Vijayanagar
Jalebi,2024-06-11,21:34:27,Evening,202.54,Basavanagudi
Chiroti,2025-07-14,20:53:08,Evening,397.96,Malleswaram
Gulab Jamun,2024-01-26,19:56:46,Evening,127.6,Koramangala
Milk Burfi,2024-10-02,18:35:05,Evening,818.07,Vijayanagar
Dharwad Peda,2025-05-11,14:50:33,Afternoon,1111.25,Basavanagudi
Chiroti,2025-04-18,14:07:32,Afternoon,420.24,Malleswaram
Jalebi,2024-10-20,18:39:50,Evening,488.56,Jayanagar
Laddoo (Boondi),2024-03-07,08:22:12,Morning,504.58,Koramangala
Chiroti,2024-11-11,12:06:20,Afternoon,339.63,HSR Layout
Samosa,2024-10-11,15:18:29,Afternoon,64.09,Koramangala
Halwa (Assorted),2025-03-23,20:44:04,Evening,336.07,Electronic City
Gulab Jamun,2024-05-03,17:28:54,Evening,56.23,Vijayanagar
Badam Milk,2024-01-19,17:29:51,Evening,58.49,Electronic City
Halwa (Assorted),2024-03-08,15:55:30,Afternoon,873.44,Jayanagar
Kesar Peda,2025-04-15,15:25:21,Afternoon,543.85,Jayanagar
Chiroti,2024-06-20,17:08:32,Evening,196.35,RR Nagar
Pista Roll,2025-04-10,20:28:48,Evening,2109.65,Indiranagar
Sohan Papdi,2025-01-04,22:35:18,Night,304.72,Indiranagar
Milk Burfi,2025-03-25,12:10:52,Afternoon,493.0,Jayanagar
Pista Roll,2024-12-03,18:28:18,Evening,1005.69,HSR Layout
Samosa,2024-09-22,17:12:45,Evening,83.3,Jayanagar
Sohan Papdi,2024-11-21,20:22:59,Evening,295.65,Vijayanagar
Jalebi,2025-06-15,17:15:23,Evening,436.38,Vijayanagar
Gulab Jamun,2025-01-18,10:27:40,Morning,142.6,Vijayanagar
Halwa (Assorted),2024-01-19,22:48:28,Night,218.26,HSR Layout
Pista Roll,2025-01-24,14:41:21,Afternoon,1981.02,Vijayanagar
Chiroti,2024-09-10,13:50:25,Afternoon,132.51,Indiranagar
Chiroti,2025-06-01,19:52:19,Evening,263.18,Malleswaram
Laddoo (Boondi),2024-05-29,21:52:24,Evening,233.6,Malleswaram
Rasgulla,2025-06-23,18:46:34,Evening,61.98,Malleswaram
Samosa,2025-03-23,22:38:28,Night,35.2,Indiranagar
Mysore Pak,2025-06-15,12:39:24,Afternoon,1154.15,Vijayanagar
Samosa,2024-03-14,08:57:45,Morning,37.03,Electronic City
Laddoo (Boondi),2025-05-24,10:28:42,Morning,610.97,Electronic City
Milk Burfi,2024-02-27,10:08:45,Morning,935.0,Vijayanagar
Jalebi,2024-04-21,21:48:58,Evening,689.21,Electronic City
Mysore Pak,2025-07-11,10:41:32,Morning,337.63,Malleswaram
Badam Milk,2025-02-11,18:34:59,Evening,64.99,HSR Layout
Mysore Pak,2025-05-19,11:44:58,Morning,287.57,Jayanagar
Halwa (Assorted),2025-04-28,17:39:24,Evening,960.85,Basavanagudi
Gulab Jamun,2024-04-24,19:35:14,Evening,148.89,Vijayanagar
Badam Milk,2024-10-22,20:45:53,Evening,48.58,Indiranagar
Halwa (Assorted),2024-12-31,09:59:09,Morning,919.93,Jayanagar
Samosa,2025-01-20,19:16:28,Evening,41.56,Malleswaram
Gulab Jamun,2024-05-16,19:06:07,Evening,40.81,Malleswaram
Milk Burfi,2025-03-03,20:33:20,Evening,656.29,Jayanagar
Halwa (Assorted),2025-01-05,22:48:09,Night,630.45,Electronic City
Gulab Jamun,2025-01-21,10:18:07,Morning,91.56,Vijayanagar
Badam Milk,2024-03-06,19:51:18,Evening,147.63,Indiranagar
Halwa (Assorted),2024-01-30,15:35:54,Afternoon,964.72,Jayanagar
Mysore Pak,2024-05-08,19:01:01,Evening,1050.77,Koramangala
Gulab Jamun,2024-04-18,16:13:58,Afternoon,104.15,Malleswaram
Badam Milk,2024-12-20,08:29:54,Morning,95.98,Vijayanagar
Dharwad Peda,2024-11-15,22:07:09,Night,419.42,RR Nagar
Kaju Katli,2025-01-13,20:03:50,Evening,1238.87,Jayanagar
Badam Milk,2024-08-15,21:39:16,Evening,158.97,Indiranagar
Samosa,2024-01-18,17:18:19,Evening,86.70632919240066,RR Nagar
Samosa,2024-01-26,16:09:03,Afternoon,51.85,RR Nagar
Pista Roll,2024-12-07,19:21:09,Evening,2067.71,Electronic City
Samosa,2024-02-14,09:14:15,Morning,76.36,RR Nagar
Mysore Pak,2024-02-21,12:38:54,Afternoon,994.93,HSR Layout
Kaju Katli,2024-10-14,18:06:23,Evening,460.15,Basavanagudi
Chiroti,2024-01-21,08:09:55,Morning,271.7,Electronic City
Badam Milk,2024-03-01,12:20:32,Afternoon,90.88,Malleswaram
Mysore Pak,2024-03-22,11:08:06,Morning,1129.79,Vijayanagar
